"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress"
23,"Yum Yum Tree","(Hwy 1 in Holly Hill)","703 Ridgewood","Daytona Beach","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","703 Ridgewood, Daytona Beach, FL",-81.0369759,29.2382418,"703 ridgewood ave, holly hill, fl 32117, usa"
24,"Elbo Room","(Ft. Lauderdale Beach)","241 S. Atlantic","Ft. Lauderdale","FL","(YC) - Young and/or collegiate types,(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","241 S. Atlantic, Ft. Lauderdale, FL",-80.1047966,26.1194696,"241 s atlantic blvd, fort lauderdale, fl 33316, usa"
26,"Geoerge's Ocean House","(Ft. Lauderdale Beach)","1609 N. Atlantic","Ft. Lauderdale","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","1609 N. Atlantic, Ft. Lauderdale, FL",-80.1003808,26.1570636,"1609 n atlantic blvd, fort lauderdale, fl 33305, usa"
27,"The Saloon","","219 SW 1st Ave","Ft. Lauderdale","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","219 SW 1st Ave, Ft. Lauderdale, FL",-80.1446604,26.1203133,"219 sw 1st ave, fort lauderdale, fl 33301, usa"
28,"Zanzibar","","214 SW 1st Ave","Ft. Lauderdale","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","214 SW 1st Ave, Ft. Lauderdale, FL",-80.1443633,26.12011,"214 sw 1st ave, fort lauderdale, fl 33301, usa"
30,"Calypso Lounge","","150 San Carlos","Ft. Myers","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","150 San Carlos, Ft. Myers, FL",-81.954828,26.4544468,"150 san carlos blvd, fort myers beach, fl 33931, usa"
31,"Pub","","921 W. University Ave","Gainsville","FL","(YC) - Young and/or collegiate types,(M) - Mixed Crowds,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:46am","1969","921 W. University Ave, Gainsville, FL",-82.3344725,29.6519387,"921 w university ave, gainesville, fl 32601, usa"
32,"Alpine","","800 N. Federal Hwy","Hallandale","FL","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","800 N. Federal Hwy, Hallandale, FL",-80.1423786,25.9940999,"800 n federal hwy, hallandale beach, fl 33009, usa"
34,"Tops Original Annex","","2027 Pembroke Rd","Hollywood","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","2027 Pembroke Rd, Hollywood, FL",-80.1476062,25.996854,"2027 pembroke rd, hollywood, fl 33020, usa"
35,"Bo's Reef","","3225 Forst","Jacksonville","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","3225 Forst, Jacksonville, FL",-81.544005,30.2880452,"3225 forest blvd, jacksonville, fl 32246, usa"
37,"Howard's","","238 W. Adams","Jacksonville","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","238 W. Adams, Jacksonville, FL",-81.6612695,30.3283807,"238 w adams st, jacksonville, fl 32202, usa"
39,"Waldorf Lounge","","14 E. Forsythe","Jacksonville","FL","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","14 E. Forsythe, Jacksonville, FL",-81.657523,30.3269532,"14 e forsyth st, jacksonville, fl 32202, usa"
40,"Butch's","(open Sundays)","412 Boardwalk","Jacksonville Beach","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","412 Boardwalk, Jacksonville Beach, FL",-81.3990801,30.365626,"boardwalk, jacksonville, fl 32233, usa"
41,"Gallery","","224 Duval","Key West","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","224 Duval, Key West, FL",-81.8047257,24.5581153,"224 duval st, key west, fl 33040, usa"
42,"Rudy's","","124 Duval","Key West","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 10:52am","1969","124 Duval, Key West, FL",-81.8056226,24.5593617,"124 duval st, key west, fl 33040, usa"
44,"Big Spot","(upstairs--use outside private entrance on side st)","3604 SW 8th St","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","3604 SW 8th St, Miami, FL",-80.253357,25.76432,"3604 sw 8th st, miami, fl 33135, usa"
45,"Cactus Lounge","","2041 NE Biscayne","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","2041 NE Biscayne, Miami, FL",-80.1888382,25.7960641,"2041 biscayne blvd, miami, fl 33137, usa"
46,"Candlelight","Coconut Grove","3131 Commodore Plaza","Miami","FL","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/13/2019 10:31am","8/13/2019 10:59am","1969","3131 Commodore Plaza, Miami, FL",-80.2441116,25.7273309,"3131 commodore plaza, miami, fl 33133, usa"
47,"Carnival","","137 NE 3rd Ave","Miami","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","137 NE 3rd Ave, Miami, FL",-80.1885924,25.7759724,"137 ne 3rd ave, miami, fl 33132, usa"
49,"Deluxe","","2800 NW 27th St","Miami","FL","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","2800 NW 27th St, Miami, FL",-80.2417359,25.8004375,"2800 nw 27th st, miami, fl 33142, usa"
50,"El Carol","Coral Gables","930 Le Jeune Rd","Miami","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","930 Le Jeune Rd, Miami, FL",-80.2635159,25.7631142,"930 s le jeune rd, miami, fl 33134, usa"
51,"Fox Hole","","200 NE 2nd Ave","Miami","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","200 NE 2nd Ave, Miami, FL",-80.1901223,25.7769232,"200 ne 2nd ave, miami, fl 33132, usa"
52,"Googies","Coconut Grove","5832 NW 27th Ave","Miami","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","5832 NW 27th Ave, Miami, FL",-80.2412365,25.8281587,"5832 nw 27th ave, miami, fl 33142, usa"
54,"Last Word Coral Way","","Coral Way nr 27th","Miami","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","Coral Way nr 27th, Miami, FL",-80.2381097,25.7493435,"sw 27th ave, miami, fl, usa"
55,"Le Moon Villas","Coconut Grove","2661 Bayshore Drive","Miami","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,"8/13/2019 10:31am","8/13/2019 10:59am","1969","2661 Bayshore Drive, Miami, FL",-80.1871187,25.7958057,"2661 n bayshore dr, miami, fl 33132, usa"
56,"Leprechaun","West Miami","7305 Bird Rd","Miami","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","7305 Bird Rd, Miami, FL",-80.313097,25.7333657,"7305 bird rd, miami, fl 33155, usa"
57,"Mermaid Room","(behind Vic's - use side street private entrance)","101 NE 2nd Ave","Miami","FL","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:00am","1969","101 NE 2nd Ave, Miami, FL",-80.190147,25.7753737,"101 ne 2nd ave, miami, fl 33132, usa"
58,"Mon Petit","(Above the Little Spot)","78th & Biscayne","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","78th & Biscayne, Miami, FL",-81.7390419,41.4840593,"1300 w 78th st, cleveland, oh 44102, usa"
59,"Nook Beer Bar","Coral Gables","255 Minorca","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","255 Minorca, Miami, FL",-80.2599446,25.7538143,"255 minorca ave, coral gables, fl 33134, usa"
60,"Pagoda Room","(back room at Big Spot)","3604 SW 8th St","Miami","FL","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","3604 SW 8th St, Miami, FL",-80.253357,25.76432,"3604 sw 8th st, miami, fl 33135, usa"
61,"Studio","","3071 SW 32nd Ave","Miami","FL","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","3071 SW 32nd Ave, Miami, FL",-80.2454977,25.7342129,"3071 sw 32nd ave, miami, fl 33133, usa"
62,"Top of the Roman","(upstairs)","NE 2nd Ave & 2nd St","Miami","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","NE 2nd Ave & 2nd St, Miami, FL",-80.1938809,25.8738459,"ne 2nd ave, florida, usa"
63,"Alley","","1685 Alton Rd.","Miami Beach","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","1685 Alton Rd., Miami Beach, FL",-80.1408687,25.7917779,"1685 alton rd, miami beach, fl 33139, usa"
64,"Barbary Coast","","401 Ocean Dr","Miami Beach","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","401 Ocean Dr, Miami Beach, FL",-80.1316234,25.773406,"401 ocean dr, miami beach, fl 33139, usa"
65,"Basin Street","","1610 Alton Rd","Miami Beach","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","1610 Alton Rd, Miami Beach, FL",-80.1414979,25.7894049,"1610 alton rd, miami beach, fl 33139, usa"
66,"Casbar","","1390 Ocean Dr","Miami Beach","FL","","Bars/Clubs","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","1390 Ocean Dr, Miami Beach, FL",-80.1299915,25.7850292,"1390 ocean dr, miami beach, fl 33139, usa"
67,"Cook's Bath House","","475 Ocean Dr","Miami Beach","FL","","Baths","",NA,"8/13/2019 10:31am","8/13/2019 11:08am","1969","475 Ocean Dr, Miami Beach, FL",-80.131417,25.7744224,"475 ocean dr, miami beach, fl 33139, usa"
68,"Frenchie's","","1614 Alton Rd","Miami Beach","FL","","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 11:08am","1969","1614 Alton Rd, Miami Beach, FL",-80.1415083,25.7895056,"1614 alton rd, miami beach, fl 33139, usa"
69,"Mayflower Lounge","(go thru bar to Billy Lee's Back Room admission charge)","1716 Alton Rd","Miami Beach","FL","(D) - Dancing,(YC) - Young and/or collegiate types","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 11:08am","1969","1716 Alton Rd, Miami Beach, FL",-80.1415936,25.7924975,"1716 alton rd, miami beach, fl 33139, usa"
70,"Pin Up","","2228 Park Ave","Miami Beach","FL","","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 11:08am","1969","2228 Park Ave, Miami Beach, FL",-80.1303187,25.7988876,"2228 park ave, miami beach, fl 33139, usa"
71,"Cactus Room","","60 N. Orange Ave","Orlando","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 11:08am","1969","60 N. Orange Ave, Orlando, FL",-81.3792433,28.5431093,"60 n orange ave, orlando, fl 32801, usa"
72,"Phil Berger's Muscial Bar","","29 W. Central","Orlando","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 11:08am","1969","29 W. Central, Orlando, FL",-81.3794787,28.5422466,"29 w central blvd, orlando, fl 32801, usa"
73,"San Carlos Hotel Bar","","1 Pelfox","Pensacola","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","1 Pelfox, Pensacola, FL",-87.2155037,30.4125785,"1 s palafox st, pensacola, fl 32502, usa"
74,"Trader Jon's","","511 S. Pelfox","Pensacola","FL","","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","511 S. Pelfox, Pensacola, FL",-87.214373,30.407141,"511 s palafox st, pensacola, fl 32501, usa"
75,"Davey Jones' Locker","(touristy-winters) St. Petersburg Beach","7212 Gulf Blvd","St. Petersburg","FL","(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","7212 Gulf Blvd, St. Petersburg, FL",-82.7508112,27.7404458,"7212 gulf blvd, st pete beach, fl 33706, usa"
76,"Patio","","1637 4th St. S.","St. Petersburg","FL","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","1637 4th St. S., St. Petersburg, FL",-82.6384859,27.7542258,"1637 4th st s, st. petersburg, fl 33701, usa"
77,"Sherwood","","7 1st St N","St. Petersburg","FL","(PE) - Pretty elegant - jacket & tie may be required,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","7 1st St N, St. Petersburg, FL",-82.6340166,27.7712768,"7 1st st n, st. petersburg, fl 33701, usa"
78,"Ten Beach Dr.","","10 Beach Drive","St. Petersburg","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","10 Beach Drive, St. Petersburg, FL",-82.6335459,27.7714391,"10 beach dr ne, st. petersburg, fl 33701, usa"
79,"Trade Winds","","233 Central Ave","St. Petersburg","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","233 Central Ave, St. Petersburg, FL",-82.6362919,27.7714241,"233 central ave, st. petersburg, fl 33701, usa"
80,"Elbo Room","","5 Blvd of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","5 Blvd of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa"
81,"Huricane","","Main & Palm","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","Main & Palm, Sarasota, FL",-95.7060356,37.2230876,"109 e main st, independence, ks 67301, usa"
82,"Northside Tavern","","2805 N Tamiami","Sarasota","FL","","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","2805 N Tamiami, Sarasota, FL",-82.5496894,27.3608869,"2805 n tamiami trail, sarasota, fl 34234, usa"
83,"Cypress Lounge","Floridian Hotel","204 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","204 N Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa"
84,"Duval Hotel Bar","","415 N. Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","415 N. Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa"
86,"Carousel","","1806 W. Platt St","Tampa","FL","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","1806 W. Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa"
87,"Cujojo's","","1725 W. Kennedy","Tampa","FL","""(G) - Girls, but rarely exclusively"",(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","1725 W. Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa"
88,"Ohio","","Tampa & Polk","Tampa","FL","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","Tampa & Polk, Tampa, FL",-82.4571776,27.950575,"tampa, fl, usa"
89,"Kikiki","","723 Morgan","Tampa","FL","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 10:32am","8/13/2019 2:04pm","1969","723 Morgan, Tampa, FL",-82.4564615,27.9509523,"723 n morgan st, tampa, fl 33602, usa"
92,"Turf","","221 Datura","West Palm Beach","FL","","Bars/Clubs","",NA,"8/13/2019 11:16am","8/13/2019 2:04pm","1969","221 Datura, West Palm Beach, FL",-80.0515899,26.7123897,"221 datura st, west palm beach, fl 33401, usa"
93,"Blue Room","","86 Cain NW","Atlanta","GA","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 11:16am","8/13/2019 2:04pm","1969","86 Cain NW, Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa"
94,"Cameo Lounge","","182 Spring NW","Atlanta","GA","(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 11:16am","8/13/2019 2:04pm","1969","182 Spring NW, Atlanta, GA",-84.3913504,33.764496,"182 spring st nw, atlanta, ga 30313, usa"
95,"Joy Lounge","","557 Ponce de Leon","Atlanta","GA","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:04pm","1969","557 Ponce de Leon, Atlanta, GA",-84.3217241,33.7693954,"557 ponce de leon manor ne, atlanta, ga 30307, usa"
98,"Mrs.P's","Ponce De Leon Hotel","551 Ponce de Leon","Atlanta","GA","(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","551 Ponce de Leon, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa"
99,"Petite Lounge","Dinkler Plaza Hotel","Forsythe & Luckie","Atlanta","GA","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","Forsythe & Luckie, Atlanta, GA",-83.767217,42.2964221,"1655 newport rd, ann arbor, mi 48103, usa"
100,"Piccolo Lounge","","1129 Peachtree St","Atlanta","GA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","1129 Peachtree St, Atlanta, GA",-84.3829954,33.7853636,"1129 peachtree st ne, atlanta, ga 30309, usa"
101,"Pringe George Inn","","114 6th St NE","Atlanta","GA","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds","Restaurant","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","114 6th St NE, Atlanta, GA",-84.3833125,33.7772814,"114 6th st ne, atlanta, ga 30308, usa"
102,"Red Dog Saloon","","3106 Peachtree Rd NE","Atlanta","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","3106 Peachtree Rd NE, Atlanta, GA",-84.378769,33.8406089,"3106 peachtree rd ne, atlanta, ga 30305, usa"
103,"The Scene","(upstairs)","225 Peachtree St NE","Atlanta","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","225 Peachtree St NE, Atlanta, GA",-84.3870849,33.7602157,"225 peachtree st ne, atlanta, ga 30303, usa"
104,"Rebel Room","","1001 Green St","Augusta","GA","","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","1001 Green St, Augusta, GA",-81.9706552,33.4752042,"1001 greene st, augusta, ga 30901, usa"
105,"Checkmate","","1301 1st Ave","Columbus","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","1301 1st Ave, Columbus, GA",-84.9922587,32.4708175,"1301 1st ave, columbus, ga 31901, usa"
107,"Ann & Jaime's Tic Toc","","408 Broadway","Macon","GA","(*) - Very popular,(D) - Dancing","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","408 Broadway, Macon, GA",-83.6242488,32.8359384,"408 broadway, macon, ga 31201, usa"
108,"Basement","","3 E. Charlton St.","Savannah","GA","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","3 E. Charlton St., Savannah, GA",-81.0937646,32.0729029,"3 e charlton st, savannah, ga 31401, usa"
109,"Blue Bull","","201 E. River","Savannah","GA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","201 E. River, Savannah, GA",-81.0884949,32.0807933,"201 e river st, savannah, ga 31401, usa"
110,"Colonial Lounge","","115 Albecorn","Savannah","GA","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","115 Albecorn, Savannah, GA",-81.0899202,32.0778447,"115 abercorn st, savannah, ga 31401, usa"
111,"Lamp Post","","325 E. Bay St","Savannah","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","325 E. Bay St, Savannah, GA",-81.0870918,32.0796496,"325 e bay st, savannah, ga 31401, usa"
112,"Purple Tree","Manager Hotel","Congress & Bull Sts","Savannah","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","Congress & Bull Sts, Savannah, GA",-95.712891,37.09024,"united states"
113,"Rio Lounge","","116 Drayton","Savannah","GA","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","116 Drayton, Savannah, GA",-81.0910518,32.0781025,"116 drayton st, savannah, ga 31401, usa"
114,"Sign of the White Hart","","301 E. President St.","Savannah","GA","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(PE) - Pretty elegant - jacket & tie may be required","Restaurant","",NA,"8/13/2019 1:41pm","8/13/2019 1:57pm","1969","301 E. President St., Savannah, GA",-81.0889506,32.0770759,"301 e president st, savannah, ga 31401, usa"
118,"Den","","4065 Florida Ave","Baton Rouge","LA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","4065 Florida Ave, Baton Rouge, LA",-91.1485559,30.4513455,"4065 florida blvd, baton rouge, la 70806, usa"
119,"Mirror Room","","3rd & Florida","Baton Rouge","LA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","3rd & Florida, Baton Rouge, LA",-95.5960544,37.0406848,"1215 e 3rd st, coffeyville, ks 67337, usa"
120,"Spotlight Lounge","","852 Main St","Baton Rouge","LA","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","852 Main St, Baton Rouge, LA",-91.1811984,30.4514869,"852 main st, baton rouge, la 70802, usa"
121,"Le Cabri","","206 E. Vermillion","Lafayette","LA","","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","206 E. Vermillion, Lafayette, LA",-92.017353,30.223955,"206 e vermilion st, lafayette, la 70501, usa"
122,"My-O-My Club","(tourists)","1744 Lake Ave","Metarie","LA","(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","1744 Lake Ave, Metarie, LA",-90.123402,30.0195096,"1744 lake ave, metairie, la 70005, usa"
123,"Chateau Flamenco","","607 Charles St","New Orleans","LA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","607 Charles St, New Orleans, LA",-90.0713372,29.9481737,"607 st charles ave, new orleans, la 70130, usa"
124,"Coffee Pot","","714 St. Peter St.","New Orleans","LA","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/13/2019 1:41pm","8/13/2019 2:03pm","1969","714 St. Peter St., New Orleans, LA",-90.0651605,29.9581581,"714 st peter, new orleans, la 70130, usa"
125,"Dixie's Bar of Music","(was-wasn't-maybe ok now)","701 Bourbon St.","New Orleans","LA","","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","701 Bourbon St., New Orleans, LA",-90.0656443,29.9587925,"701 bourbon st, new orleans, la 70116, usa"
126,"Fatted Calf","","727 St. Peter St","New Orleans","LA","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds","Restaurant","",NA,"8/13/2019 1:41pm","8/13/2019 2:04pm","1969","727 St. Peter St, New Orleans, LA",-90.0652338,29.9584878,"727 st peter, new orleans, la 70116, usa"
127,"Finale","(restaurant upstairs)","1041 Royal St","New Orleans","LA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","1041 Royal St, New Orleans, LA",-90.0620684,29.9612335,"1041 royal st, new orleans, la 70116, usa"
128,"Galley House","","542 Chartres St","New Orleans","LA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","542 Chartres St, New Orleans, LA",-90.0646439,29.9564532,"542 chartres st, new orleans, la 70130, usa"
129,"Kookies","","1210 N. Rampart St","New Orleans","LA","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","1210 N. Rampart St, New Orleans, LA",-90.0645703,29.9644804,"1210 n rampart st, new orleans, la 70116, usa"
130,"Lafitte's in Exile","","901 Bourbon St","New Orleans","LA","(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","901 Bourbon St, New Orleans, LA",-90.0642121,29.9604081,"901 bourbon st, new orleans, la 70116, usa"
131,"Lafitte's in Annex","","740 Burgundy St.","New Orleans","LA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:05pm","1969","740 Burgundy St., New Orleans, LA",-90.0667025,29.9605085,"740 burgundy st, new orleans, la 70116, usa"
132,"Mr. D's","","600 Dauphine St","New Orleans","LA","""(G) - Girls, but rarely exclusively"",(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:08pm","1969","600 Dauphine St, New Orleans, LA",-90.0672501,29.9584209,"600 dauphine st, new orleans, la 70112, usa"
133,"Mom's Society Page","","819 St. Louis St.","New Orleans","LA","(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular","Bars/Clubs","",NA,"8/13/2019 1:41pm","8/13/2019 2:08pm","1969","819 St. Louis St., New Orleans, LA",-90.0673586,29.9574424,"819 st louis st, new orleans, la 70117, usa"
